Study ID,Author(s),Year,Title,Journal,Passed Filter 2,Scope,Genomic,Wild or Captive,Continent,Country,Latitude,Longitude,Avg or est points,Coordinate Notes,Coordinate System,Class,Latin Binomial,IUCN Latin Binomial,IUCN Status,Species Global North or South,Total Number of Authors,1st Author Origin Country,1st Author Global Divide,Last Author Origin Country,Last Author Global Divide,Collaboration,Number of Local Authors,Number of authors from Global North,Number of authors from Global South,delta_maximum_temperature_1960_2050,Paper Notes
1154,"Pinto, Brendan J.; Colli, Guarino R.; Higham, Timothy E.; Russell, Anthony P.; Scantlebury, Daniel P.; Vitt, Laurie J.; Gamble, Tony",2019,"Population genetic structure and species delimitation of a widespread, Neotropical dwarf gecko",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Curacao,12.13446,-68.984991,Yes,Google maps location with name of place,DD,Reptilia,Gonatodes antillensis,Gonatodes antillensis,LC,Global South,7,United States of America,Global North,United States of America,Global North,International,1,6,1,1.444443464,
1154,"Pinto, Brendan J.; Colli, Guarino R.; Higham, Timothy E.; Russell, Anthony P.; Scantlebury, Daniel P.; Vitt, Laurie J.; Gamble, Tony",2019,"Population genetic structure and species delimitation of a widespread, Neotropical dwarf gecko",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-0.279159,-75.756394,Yes,Google maps location with name of place,DD,Reptilia,Gonatodes humeralis,Gonatodes humeralis,LC,Global South,7,United States of America,Global North,United States of America,Global North,International,1,6,1,2.019096851,
1154,"Pinto, Brendan J.; Colli, Guarino R.; Higham, Timothy E.; Russell, Anthony P.; Scantlebury, Daniel P.; Vitt, Laurie J.; Gamble, Tony",2019,"Population genetic structure and species delimitation of a widespread, Neotropical dwarf gecko",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Guyana,5.681849,-57.860305,Yes,Google maps location with name of place,DD,Reptilia,Gonatodes humeralis,Gonatodes humeralis,LC,Global South,7,United States of America,Global North,United States of America,Global North,International,1,6,1,2.214062929,
1154,"Pinto, Brendan J.; Colli, Guarino R.; Higham, Timothy E.; Russell, Anthony P.; Scantlebury, Daniel P.; Vitt, Laurie J.; Gamble, Tony",2019,"Population genetic structure and species delimitation of a widespread, Neotropical dwarf gecko",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Peru,-11.607772,-70.820515,Yes,Google maps location with name of place,DD,Reptilia,Gonatodes humeralis,Gonatodes humeralis,LC,Global South,7,United States of America,Global North,United States of America,Global North,International,1,6,1,2.364757776,
1154,"Pinto, Brendan J.; Colli, Guarino R.; Higham, Timothy E.; Russell, Anthony P.; Scantlebury, Daniel P.; Vitt, Laurie J.; Gamble, Tony",2019,"Population genetic structure and species delimitation of a widespread, Neotropical dwarf gecko",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Suriname,4.36454,-56.029016,Yes,Google maps location with name of place,DD,Reptilia,Gonatodes humeralis,Gonatodes humeralis,LC,Global South,7,United States of America,Global North,United States of America,Global North,International,1,6,1,2.370659828,
1154,"Pinto, Brendan J.; Colli, Guarino R.; Higham, Timothy E.; Russell, Anthony P.; Scantlebury, Daniel P.; Vitt, Laurie J.; Gamble, Tony",2019,"Population genetic structure and species delimitation of a widespread, Neotropical dwarf gecko",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Trinidad and Tobago,10.413689,-61.312705,Yes,Google maps location with name of place,DD,Reptilia,Gonatodes ferrugineus,Gonatodes ferrugineus,NA,Global South,7,United States of America,Global North,United States of America,Global North,International,1,6,1,1.72361052,
1155,"Pirani, R. M.; Tonini, J. F. R.; Thomaz, A. T.; Napoli, M. F.; Encarnaçao, L. C.; Knowles, L. L.; Werneck, F. P.",2022,Deep Genomic Divergence and Phenotypic Admixture of the Treefrog Dendropsophus elegans (Hylidae: Amphibia) Coincide With Riverine Boundaries at the Brazilian Atlantic Forest,FRONTIERS IN ECOLOGY AND EVOLUTION,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-19.2374,-42.9579,Yes,average of all localities,DD,Amphibia,Dendropsophus elegans,Dendropsophus elegans,LC,Global South,7,Brazil,Global South,Brazil,Global South,International,5,2,5,2.288020849,
1155,"Pirani, R. M.; Tonini, J. F. R.; Thomaz, A. T.; Napoli, M. F.; Encarnaçao, L. C.; Knowles, L. L.; Werneck, F. P.",2022,Deep Genomic Divergence and Phenotypic Admixture of the Treefrog Dendropsophus elegans (Hylidae: Amphibia) Coincide With Riverine Boundaries at the Brazilian Atlantic Forest,FRONTIERS IN ECOLOGY AND EVOLUTION,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-19.5675,-41.354,Yes,average of all localities,DD,Amphibia,Dendropsophus anceps,Dendropsophus anceps,LC,Global South,7,Brazil,Global South,Brazil,Global South,International,5,2,5,1.892014623,
1155,"Pirani, R. M.; Tonini, J. F. R.; Thomaz, A. T.; Napoli, M. F.; Encarnaçao, L. C.; Knowles, L. L.; Werneck, F. P.",2022,Deep Genomic Divergence and Phenotypic Admixture of the Treefrog Dendropsophus elegans (Hylidae: Amphibia) Coincide With Riverine Boundaries at the Brazilian Atlantic Forest,FRONTIERS IN ECOLOGY AND EVOLUTION,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,4.63875,-52.435,Yes,average of all localities,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,7,Brazil,Global South,Brazil,Global South,International,5,2,5,2.018229246,
1155,"Pirani, R. M.; Tonini, J. F. R.; Thomaz, A. T.; Napoli, M. F.; Encarnaçao, L. C.; Knowles, L. L.; Werneck, F. P.",2022,Deep Genomic Divergence and Phenotypic Admixture of the Treefrog Dendropsophus elegans (Hylidae: Amphibia) Coincide With Riverine Boundaries at the Brazilian Atlantic Forest,FRONTIERS IN ECOLOGY AND EVOLUTION,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-2.6762,-54.9355,Yes,average of all localities,DD,Amphibia,Dendropsophus minutus,Dendropsophus minutus,LC,Global South,7,Brazil,Global South,Brazil,Global South,International,5,2,5,2.775693655,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Bolivia,-12.6801,-68.7118,NO,,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.401041269,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-19.23737931,-42.95786207,Yes,Average of all localities,DD,Amphibia,Dendropsophus elegans,Dendropsophus elegans,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.288020849,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-4.7952695,-57.668488,Yes,Average of all localities,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.503993511,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-1.9201,-59.421,NO,,DD,Amphibia,Dendropsophus marmoratus,Dendropsophus marmoratus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.373958826,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-3.8883,-58.345,NO,,DD,Amphibia,Dendropsophus mapinguari,Dendropsophus mapinguari,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.466667175,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-19.56745,-41.35395,Yes,Average of all localities,DD,Amphibia,Dendropsophus anceps,Dendropsophus anceps,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,1.892014623,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-9.184,-64.2215,Yes,Average of all localities,DD,Amphibia,Dendropsophus bifurcus,Dendropsophus bifurcus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.096007109,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-2.6762,-54.9355,Yes,Average of all localities,DD,Amphibia,Dendropsophus minutus,Dendropsophus minutus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.775693655,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-2.8249667,-61.860733,Yes,Average of all localities,DD,Amphibia,Dendropsophus rossalleni,Dendropsophus rossalleni,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.458333254,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-10.5316,-64.16615,Yes,Average of all localities,DD,Amphibia,Dendropsophus salli,Dendropsophus salli,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.169790745,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-7.2421692,-66.677754,Yes,Average of all localities,DD,Amphibia,Dendropsophus sarayacuensis,Dendropsophus sarayacuensis,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,1.995660186,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-3.3869857,-66.355557,Yes,Average of all localities,DD,Amphibia,Dendropsophus triangulum,Dendropsophus triangulum,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.020833015,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,Costa Rica,10.09485,-83.4116,Yes,Average of all localities,DD,Amphibia,Dendropsophus ebraccatus,Dendropsophus ebraccatus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,1.714930654,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-1.7493,-78.135333,Yes,Average of all localities,DD,Amphibia,Dendropsophus bifurcus,Dendropsophus bifurcus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,1.914931059,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,0.8747,-78.4529,Yes,Average of all localities,DD,Amphibia,Dendropsophus ebraccatus,Dendropsophus ebraccatus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,1.777950644,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-0.572675,-76.2247,Yes,Average of all localities,DD,Amphibia,Dendropsophus reticulatus,Dendropsophus reticulatus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,1.998611927,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-1.406,-78.1421,Yes,Average of all localities,DD,Amphibia,Dendropsophus sarayacuensis,Dendropsophus sarayacuensis,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,1.889408708,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-0.6273,-75.77545,Yes,Average of all localities,DD,Amphibia,Dendropsophus triangulum,Dendropsophus triangulum,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.018228531,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,France,4.11971111,-52.623178,Yes,Average of all localities,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global North,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.201042175,species location is French Guiana (coded as France)
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Guyana,-3.5558045,-59.322102,Yes,Average of all localities,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.405034304,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Peru,-13.2311,-70.755,NO,,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.242362022,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Peru,-3.5980667,-72.054333,Yes,Average of all localities,DD,Amphibia,Dendropsophus sarayacuensis,Dendropsophus sarayacuensis,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,1.990971923,
1156,"Pirani, Renata M.; Peloso, Pedro L. V.; Prado, Joyce R.; Polo, Érico M.; Knowles, L. Lacey; Ron, Santiago R.; Rodrigues, Miguel T.; Sturaro, Marcelo J.; Werneck, Fernanda P.",2020,"Diversification history of clown tree frogs in Neotropical rainforests (Anura, Hylidae, Dendropsophus leucophyllatus group)",Molecular phylogenetics and evolution,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Peru,-4.4419,-73.243833,Yes,Average of all localities,DD,Amphibia,Dendropsophus triangulum,Dendropsophus triangulum,LC,Global South,9,Brazil,Global South,Brazil,Global South,International,8,1,8,2.094271183,
1157,"Pirani, Renata M.; Werneck, Fernanda P.; Thomaz, Andréa T.; Kenney, Mariah L.; Sturaro, Marcelo J.; Ávila‐Pires, Teresa C. S.; Peloso, Pedro L. V.; Rodrigues, Miguel T.; Knowles, L. Lacey",2019,Testing main Amazonian rivers as barriers across time and space within widespread taxa,Journal of biogeography,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Bolivia,-11.88501924,-66.15168009,Yes,Estimated,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,United States of America,Global North,International,6,3,6,2.225695133,
1157,"Pirani, Renata M.; Werneck, Fernanda P.; Thomaz, Andréa T.; Kenney, Mariah L.; Sturaro, Marcelo J.; Ávila‐Pires, Teresa C. S.; Peloso, Pedro L. V.; Rodrigues, Miguel T.; Knowles, L. Lacey",2019,Testing main Amazonian rivers as barriers across time and space within widespread taxa,Journal of biogeography,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-3.342007821,-60.54614085,Yes,Estimated,DD,Reptilia,Gonatodes humeralis,Gonatodes humeralis,LC,Global South,9,Brazil,Global South,United States of America,Global North,International,6,3,6,2.478820324,
1157,"Pirani, Renata M.; Werneck, Fernanda P.; Thomaz, Andréa T.; Kenney, Mariah L.; Sturaro, Marcelo J.; Ávila‐Pires, Teresa C. S.; Peloso, Pedro L. V.; Rodrigues, Miguel T.; Knowles, L. Lacey",2019,Testing main Amazonian rivers as barriers across time and space within widespread taxa,Journal of biogeography,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Brazil,-3.342007821,-60.54614085,Yes,Estimated,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,United States of America,Global North,International,6,3,6,2.478820324,
1157,"Pirani, Renata M.; Werneck, Fernanda P.; Thomaz, Andréa T.; Kenney, Mariah L.; Sturaro, Marcelo J.; Ávila‐Pires, Teresa C. S.; Peloso, Pedro L. V.; Rodrigues, Miguel T.; Knowles, L. Lacey",2019,Testing main Amazonian rivers as barriers across time and space within widespread taxa,Journal of biogeography,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,0.071970945,-76.04896029,Yes,Estimated,DD,Reptilia,Gonatodes humeralis,Gonatodes humeralis,LC,Global South,9,Brazil,Global South,United States of America,Global North,International,6,3,6,1.953471661,
1157,"Pirani, Renata M.; Werneck, Fernanda P.; Thomaz, Andréa T.; Kenney, Mariah L.; Sturaro, Marcelo J.; Ávila‐Pires, Teresa C. S.; Peloso, Pedro L. V.; Rodrigues, Miguel T.; Knowles, L. Lacey",2019,Testing main Amazonian rivers as barriers across time and space within widespread taxa,Journal of biogeography,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Ecuador,-0.409751571,-75.74240736,Yes,Estimated,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,United States of America,Global North,International,6,3,6,2.014930487,
1157,"Pirani, Renata M.; Werneck, Fernanda P.; Thomaz, Andréa T.; Kenney, Mariah L.; Sturaro, Marcelo J.; Ávila‐Pires, Teresa C. S.; Peloso, Pedro L. V.; Rodrigues, Miguel T.; Knowles, L. Lacey",2019,Testing main Amazonian rivers as barriers across time and space within widespread taxa,Journal of biogeography,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,France,4.319551744,-52.74387455,Yes,Estimated,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global North,9,Brazil,Global South,United States of America,Global North,International,6,3,6,2.186978817,species location is French Guiana (coded as France)
1157,"Pirani, Renata M.; Werneck, Fernanda P.; Thomaz, Andréa T.; Kenney, Mariah L.; Sturaro, Marcelo J.; Ávila‐Pires, Teresa C. S.; Peloso, Pedro L. V.; Rodrigues, Miguel T.; Knowles, L. Lacey",2019,Testing main Amazonian rivers as barriers across time and space within widespread taxa,Journal of biogeography,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Guyana,3.879019318,-59.18854931,Yes,Estimated,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,United States of America,Global North,International,6,3,6,2.759201527,
1157,"Pirani, Renata M.; Werneck, Fernanda P.; Thomaz, Andréa T.; Kenney, Mariah L.; Sturaro, Marcelo J.; Ávila‐Pires, Teresa C. S.; Peloso, Pedro L. V.; Rodrigues, Miguel T.; Knowles, L. Lacey",2019,Testing main Amazonian rivers as barriers across time and space within widespread taxa,Journal of biogeography,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,South America,Peru,-5.350601245,-74.07826291,Yes,Estimated,DD,Amphibia,Dendropsophus leucophyllatus,Dendropsophus leucophyllatus,LC,Global South,9,Brazil,Global South,United States of America,Global North,International,6,3,6,2.094618559,
1158,"Pita-Aquino, J. N.; Bock, D. G.; Baeckens, S.; Losos, J. B.; Kolbe, J. J.",2023,Stronger evidence for genetic ancestry than environmental conditions in shaping the evolution of a complex signalling trait during biological invasion,MOLECULAR ECOLOGY,Yes,Level 2: Spatial genomic variation,GBS/RAD/target capture,Wild,North America,United States,28.63602085,-81.77147386,Yes,Estimated from figure,DD,Reptilia,Anolis sagrei,Anolis sagrei,LC,Global North,5,United States of America,Global North,United States of America,Global North,Domestic,5,5,0,2.140971661,
1160,"Pla, D.; Petras, D.; Saviola, A. J.; Modahl, C. M.; Sanz, L.; Pérez, A.; Juárez, E.; Frietze, S.; Dorrestein, P. C.; Mackessy, S. P.; Calvete, J. J.",2018,"Transcriptomics-guided bottom-up and top-down venomics of neonate and adult specimens of the arboreal rear-fanged Brown Treesnake, Boiga irregularis, from Guam",JOURNAL OF PROTEOMICS,Yes,Level 1: General genomic resources,RNASeq,Wild,Oceania,Guam,13.4622503,144.7847628,Yes,Centroid of Guam,DD,Reptilia,Boiga irregularis,Boiga irregularis,LC,Global South,11,Spain/United States of America,Global North,Spain,Global North,International,6,11,0,1.605208755,
1162,"Poorten, T. J.; Rosenblum, E. B.",2016,Comparative study of host response to chytridiomycosis in a susceptible and a resistant toad species,MOLECULAR ECOLOGY,Yes,Level 3: Functional Variation - global change,RNASeq,Captive,NA,NA,NA,NA,NA,NA,NA,Amphibia,Bufo marinus,Rhinella marina,LC,,,,,,,,NA,,,NA,
